model,mask_ap,mask_ap50,mask_ap75,mask_ar_100,mask_ap_small,mask_ap_medium,mask_ap_large,box_ap,box_ap50,total_parameters,model_size_mb,checkpoint_size_mb,latency_ms,images_per_second,backbone
maskrcnn,0.28439922795614325,0.5190196694445095,0.285421294345961,0.4143092814513403,0.10920794376561631,0.30617573854894087,0.3999797892875479,0.3220867164450091,0.5761130126524098,43943923,168.038,168.141,49.82728604460135,18.5759139354118,ResNet50-FPN
yolo_seg,0.1584177849230016,0.278695650244853,0.16285567050691116,0.24002457951777337,0.011938755010409112,0.1354551884545713,0.2879655300897636,0.1939500950331284,0.3086267130207828,2843583,10.909,5.678,6.016878322698176,166.19913954842374,YOLO11n-seg
