model,task,epoch,train_loss,train_cross_entropy,train_dice_loss,val_loss,train_mean_iou,train_dice,val_mean_iou,val_mean_iou_foreground,val_dice,val_pixel_accuracy,learning_rate,epoch_seconds,device_memory_mb,train_loss_classifier,train_loss_box_reg,train_loss_mask,train_loss_objectness,train_loss_rpn_box_reg,train_total,val_mask_ap,val_mask_ap50,val_mask_ap75
fcn_resnet50,semantic,18,0.17367512546777725,0.12853099319338798,0.2188192572593689,0.27828924548625944,0.8027169685880932,0.8864062840047094,0.5224527341723205,0.440842489555693,0.6510028639660018,0.9360259687734271,0.0001,134.03788266703486,675.025390625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
fcn_resnet50,semantic,19,0.17238678666949273,0.12668106422424316,0.21809250812530517,0.2773880149126053,0.7220141233469316,0.8286648151597777,0.5058628431820943,0.42118460777872524,0.6340483600925029,0.9341274937703651,0.0001,136.5020692909602,675.025390625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
fcn_resnet50,semantic,20,0.17228975936770438,0.1267100796997547,0.21786943912506104,0.27272443652153017,0.6796770172208838,0.773649220978225,0.5184884905062228,0.4361116881218671,0.6487038996049052,0.935387071607142,0.0001,133.79870545794256,675.025390625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
fcn_resnet50,semantic,21,0.16785227699279784,0.12269433767199517,0.21301021547317506,0.26523756980895996,0.7831966502072888,0.8745179852495384,0.5604886067652678,0.4861884339909494,0.6915416419001387,0.9374055882530827,0.0001,134.5010967089329,675.025390625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
fcn_resnet50,semantic,22,0.1678384534597397,0.12514284269213677,0.21053406457901,0.263442288517952,0.809074202791218,0.8922315043819823,0.5434309308957778,0.46542472276402796,0.6744114779846759,0.9383032609476497,0.0001,133.63507370906882,677.663818359375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
fcn_resnet50,semantic,23,0.17063171389102935,0.12887808943986892,0.21238533878326415,0.2694474558234215,0.8071051211419911,0.8906833522463874,0.533442236960665,0.45391415196131624,0.6592109508202043,0.9364820410750212,0.0001,134.44430483295582,677.663818359375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
fcn_resnet50,semantic,24,0.16871420419812203,0.12470334847569466,0.21272506065368652,0.27275498408079146,0.754920957111544,0.855216873338037,0.5226925218215014,0.44143544147851843,0.6518521849550184,0.9346856060724067,0.0001,136.26695783413015,677.663818359375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
fcn_resnet50,semantic,25,0.15828669396042824,0.11510952633619309,0.20146386156082152,0.26824436938762664,0.7979448661918477,0.8843662423114192,0.5493673320644877,0.47304070090869316,0.6811940659707346,0.9369521248851743,0.0001,133.29977791616693,677.663818359375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unet,semantic,1,0.7645271060466766,0.8120391210079193,0.7170150917053223,0.6030084068775177,0.16718576675067642,0.19993077917637583,0.17039744100571594,0.03632735107785953,0.20353884625265517,0.843315146865855,0.0001,166.1015578750521,500.027587890625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unet,semantic,2,0.5849263458251953,0.5153400999307632,0.6545125918388367,0.5458034324645996,0.18814010580374804,0.22709255288937583,0.1906044255469451,0.059802838184802844,0.22936158654019592,0.848068455227805,0.0001,176.87151704216376,619.6025390625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unet,semantic,3,0.5561245704174042,0.4751395709514618,0.6371095713615418,0.5275746064186096,0.19068981803868743,0.2283720202122607,0.19175733296880046,0.0594869012442803,0.2298715547529729,0.8561819167102218,0.0001,174.83411749987863,621.4775390625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unet,semantic,4,0.5384732634544372,0.4495363783121109,0.6274101474761963,0.5137048456668853,0.21375705723867677,0.2540345010586893,0.20921710179349814,0.08209991647399194,0.2496560162075148,0.849496616220683,0.0001,174.6862107499037,619.6025390625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unet,semantic,5,0.5281732342243195,0.43837141926288603,0.6179750506401062,0.5015106064081192,0.19232819923816843,0.22821276929492065,0.19969257312830602,0.06745277624899607,0.23827586934380754,0.865752283496065,0.0001,174.07761149993166,621.12890625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unet,semantic,6,0.5158883148908615,0.42298712418079376,0.6087895051002502,0.48342569065093993,0.20428482523057778,0.24495282657657716,0.21568048460782088,0.08705516244625086,0.2550967875751121,0.8638577986268753,0.0001,173.54113554093055,621.12890625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unet,semantic,7,0.5039694986104966,0.40990358457565307,0.5980354125022889,0.47485780251026155,0.20599249469160705,0.2509212442665703,0.2221077240871323,0.09274902661780357,0.2736508943692932,0.8717911669516364,0.0001,174.01803395780735,619.1025390625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unet,semantic,8,0.48992083745002746,0.39938669741153715,0.580454976940155,0.4731259895563126,0.2536059057245232,0.3271243516081928,0.23701709147683583,0.11108936883142191,0.3015088317269835,0.8675271564291009,0.0001,173.78917429200374,621.37890625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unet,semantic,9,0.4740215915203094,0.38553072869777677,0.5625124542236328,0.4383121137619019,0.2855749679430925,0.36093125812554644,0.264430362543024,0.14297131124440227,0.33154181197792515,0.8755887461711788,0.0001,173.46596479113214,619.1025390625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unet,semantic,10,0.46800127136707304,0.37929816408157346,0.5567043802261352,0.43991185939311983,0.2578964932945244,0.33421260800150804,0.2725650930172109,0.15228444780589592,0.3452492910836387,0.8720359616646968,0.0001,173.54159791581333,621.12890625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unet,semantic,11,0.4582346655845642,0.3712819728851318,0.5451873582839966,0.42904365015029905,0.2945249731425946,0.3814485197178274,0.2877928495085295,0.17027241542492086,0.3719313673062446,0.874176944727177,0.0001,173.64332237490453,619.6025390625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unet,semantic,12,0.44862800245285034,0.36071243324279784,0.5365435704231262,0.43291707563400267,0.2982045152476513,0.38248187532245503,0.27374257677251307,0.1541759297589267,0.34987595824655154,0.8743899104492721,0.0001,174.22477587498724,621.12890625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unet,semantic,13,0.4437128757715225,0.356415350651741,0.531010401058197,0.4328998688459396,0.2934406735659863,0.3692372470194794,0.2846484007517233,0.16778212311913063,0.35959572074079943,0.8738693974856417,0.0001,177.7680817921646,621.12890625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unet,semantic,14,0.43664568121433256,0.35028688881397246,0.5230044733047485,0.4202047456502914,0.2769866934981933,0.34792878944840516,0.28829985731857405,0.17087004402821185,0.36358055069324147,0.8796972182060416,0.0001,176.60518712503836,621.12890625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unet,semantic,15,0.4301882234573364,0.34435945810079577,0.516016987323761,0.41647189104557036,0.32602583264063767,0.4188617123216453,0.2904335581956005,0.1725577544887213,0.3692048582046937,0.879509421020679,0.0001,174.52386462502182,619.6025390625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unet,semantic,16,0.4244207912683487,0.33842774238586426,0.510413840675354,0.3962191936969757,0.34849260291801576,0.441481536095873,0.30549295267676824,0.18956462636475002,0.39186421743518984,0.8857384036619239,0.0001,174.3590842501726,620.62890625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unet,semantic,17,0.41579301755428316,0.33046366682052614,0.5011223676681519,0.3959547334909439,0.32260349357376533,0.41334337809092864,0.3086617945761295,0.19296621253711987,0.3975530036377573,0.8882632989895861,0.0001,174.3279827090446,619.6025390625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unet,semantic,18,0.40744139726161954,0.3244355521798134,0.4904472406387329,0.4005096619129181,0.29902295805685286,0.37832843784403014,0.30731485250562757,0.1918906471648841,0.38907520920178396,0.886536768063079,0.0001,174.9728108330164,620.62890625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unet,semantic,19,0.40705348160266874,0.3251155638694763,0.48899139919281004,0.40836672866344453,0.3080011607521336,0.396324520527207,0.3056816095227464,0.1904095415792111,0.3930533581600883,0.8831930358781634,0.0001,175.5049689169973,620.62890625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unet,semantic,20,0.39823476283550263,0.3144672778725624,0.4820022473335266,0.3715869771242142,0.318466250650217,0.3993968511880683,0.3217428813130812,0.2066896698917759,0.4034660042852702,0.8983177150541352,0.0001,175.50961629208177,620.62890625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unet,semantic,21,0.3958882231712341,0.3143658002734184,0.4774106477737427,0.37346265292167663,0.35949206453435,0.4455566616687808,0.3176224558769946,0.20156022099587,0.3955599182070179,0.8993781084773448,0.0001,175.1625531250611,619.1025390625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unet,semantic,22,0.38899681839942934,0.30895575993061064,0.46903787775039674,0.38309712994098666,0.3640461398315089,0.46968136961731083,0.34246418147805596,0.2336659476237549,0.43917088903877316,0.889647430389851,0.0001,174.86817258386873,619.1025390625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unet,semantic,23,0.3874946990013123,0.3079744542717934,0.4670149443626404,0.384255552649498,0.3165835269495347,0.4037636616395453,0.31414151903229687,0.19894798235769334,0.40438386972355994,0.8864664496269156,0.0001,176.30747783416882,621.62890625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unet,semantic,24,0.38180659310817716,0.30320220233201983,0.46041098375320433,0.3783354916572571,0.29800143111206107,0.37936340123402784,0.3083876426877688,0.1905592843412592,0.3892914653260819,0.8964520205355002,0.0001,178.74992662505247,621.62890625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unet,semantic,25,0.3752558625102043,0.2987659181833267,0.45174580726623537,0.36191800928115847,0.43321675882128985,0.5524356862570499,0.34573693736667205,0.2354829128765476,0.44186903995005816,0.8994031849340648,0.0001,176.73477612505667,621.62890625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unetpp,semantic,1,0.7594845246315003,0.7965363031864167,0.7224327454566956,0.6034367227554321,0.1679473087622798,0.20282087909438182,0.17024842545607097,0.038321604591754946,0.20477156516704312,0.8325820090296423,0.0001,535.9661275830586,695.182861328125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unetpp,semantic,2,0.5854839344501496,0.5147863818407059,0.656181489276886,0.5384320774078369,0.1926677946864419,0.23345751797162453,0.1995859642093103,0.0710384511216991,0.23976816311647722,0.8466525869165874,0.0001,549.3614287909586,866.302001953125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unetpp,semantic,3,0.5535566880702972,0.47185947177410126,0.6352539021492004,0.5203440243005752,0.19736228254880747,0.23576895344353957,0.19789879329478988,0.06622277873344083,0.23667910742249232,0.8599027472393991,0.0001,543.6216938330326,866.88623046875,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unetpp,semantic,4,0.5351657232522965,0.4456188190698624,0.6247126288414001,0.5078960680961608,0.21478174995419405,0.2545930092979782,0.210910661887554,0.08278067085028745,0.2508843811013177,0.8565309153040219,0.0001,542.5211160418112,867.38623046875,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unetpp,semantic,5,0.5234702702045441,0.43414745230674745,0.6127930874824524,0.49221170496940614,0.19885419154740439,0.23697084567994472,0.203945477267839,0.07225300630578091,0.24325900264583222,0.8672467727912342,0.0001,542.9311760410201,866.052001953125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unetpp,semantic,6,0.5101098211050034,0.4198339095592499,0.6003857314109802,0.47369553089141847,0.22829699735170153,0.2882089338499371,0.2308260130288726,0.10444444462392351,0.28269212615448575,0.866632476334938,0.0001,543.6651648750994,866.052001953125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unetpp,semantic,7,0.4971039347887039,0.40710124990940094,0.5871066191673279,0.46484747838974,0.21602284304910405,0.2643184980763711,0.23668991377845963,0.11000537724751433,0.2975255220385096,0.8709867713096667,0.0001,543.0201187501661,868.01123046875,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unetpp,semantic,8,0.4839054372549057,0.39528460245132446,0.5725262734413147,0.4595429893732071,0.25588272297263376,0.32766173362557344,0.24847459055405074,0.12395691202964401,0.31376357807534555,0.867291109317222,0.0001,551.4422577498481,866.802001953125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unetpp,semantic,9,0.4688837171792984,0.38170151498317717,0.5560659195899963,0.43474372923374177,0.2843862697197895,0.35973206200494207,0.2748157781653494,0.15589330732013815,0.3472110800272365,0.8732855334734556,0.0001,544.9367624160368,867.88623046875,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unetpp,semantic,10,0.4630955222606659,0.3755506801366806,0.5506403668403625,0.43156026673316955,0.25024067342516526,0.31924835857215444,0.26903310029185934,0.1470486699912344,0.33707440913486536,0.877238804647358,0.0001,543.2068526251242,867.00146484375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unetpp,semantic,11,0.45202001943588255,0.36589077866077424,0.5381492596626282,0.4430454508066177,0.2962394569107908,0.3775516790968629,0.28233263858050006,0.16506677742478146,0.3600942788385213,0.8673952825046242,0.0001,544.1674344169442,867.00146484375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unetpp,semantic,12,0.44481243312358854,0.35739727816581723,0.532227587890625,0.4398899167776108,0.29049114551903443,0.37210006504578313,0.2774931784574692,0.16043283271517825,0.35219094106135795,0.8666165464927866,0.0001,544.5036541249137,868.2197265625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unetpp,semantic,13,0.4384077174425125,0.3512887492656708,0.5255266850471496,0.41538676619529724,0.292938112625302,0.36570956051116643,0.2900140469874562,0.1717549476571379,0.3651100202851995,0.8852087287370561,0.0001,544.3289297078736,868.9697265625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unetpp,semantic,14,0.43135901100635526,0.34456193926334383,0.5181560829162598,0.42761894094944003,0.2957303743082523,0.3730722039167818,0.30127245227250615,0.18803684279616856,0.3779091339774194,0.8713131489137451,0.0001,552.2555177919567,867.25146484375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unetpp,semantic,15,0.42492359614372255,0.339600003015995,0.5102471885681152,0.4161590377092361,0.3105593048381214,0.39842122958580184,0.28042665467538286,0.15965999629178237,0.35263693122420675,0.8810697475247397,0.0001,544.8367772919592,868.71240234375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unetpp,semantic,16,0.41878838052749634,0.3336162365555763,0.5039605242729187,0.38571083736419676,0.3441353834482364,0.42974217324945174,0.3114622242016209,0.19590711657935053,0.3911582189378286,0.8921129341094921,0.0001,545.0737768749241,868.46240234375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unetpp,semantic,17,0.41015491397380827,0.32593852202892304,0.4943713053703308,0.38435320723056793,0.3366358197881349,0.4209610813272014,0.31421590853322406,0.19848472351203475,0.3940096891463247,0.8957209512767669,0.0001,544.249289915897,867.00146484375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unetpp,semantic,18,0.40301546157598495,0.31989567872285846,0.486135244846344,0.39531165301799776,0.3114101724353844,0.3929796591997405,0.31565019373937137,0.20187856343636298,0.3965269166564072,0.8877202724629152,0.0001,545.4781114161015,867.71240234375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unetpp,semantic,19,0.4029977207183838,0.32174406373500825,0.4842513770103455,0.39286539459228514,0.3197535603816471,0.40588862424751543,0.31771607510921923,0.20319569484863154,0.403824990697153,0.8946853273769024,0.0001,545.5885069582146,866.75146484375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unetpp,semantic,20,0.39125072753429413,0.30697988221645356,0.47552157230377196,0.38928849864006043,0.3109139348362641,0.3913055204115969,0.3127281164917428,0.19818593097513293,0.394657868442176,0.8856220145262051,0.0001,550.813899166882,867.21240234375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unetpp,semantic,21,0.3888650467634201,0.3088256764769554,0.4689044174194336,0.36817583155632017,0.37453492602919036,0.46577073856714296,0.32540625312328303,0.21056556114427288,0.40578771240537126,0.9013086733647407,0.0001,546.3480913750827,867.21240234375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unetpp,semantic,22,0.38372694647312167,0.3039337982773781,0.46352009372711184,0.3781051605939865,0.36608796478159483,0.4757881997376989,0.34323811103387936,0.23426867956187056,0.44086366673121047,0.8905411896838895,0.0001,545.3562987078913,866.75146484375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unetpp,semantic,23,0.3847821603298187,0.3052911469101906,0.4642731739997864,0.37983666598796845,0.3109937054169215,0.3980101334839327,0.33119691498083215,0.2189146753737301,0.42870119436800236,0.8917927872529219,0.0001,544.9350350419991,867.21240234375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unetpp,semantic,24,0.3749883907556534,0.29762987077236175,0.45234690952301027,0.3657531079053879,0.3195549664559999,0.4078449452259278,0.33211868247008924,0.21868338976915208,0.4220064107904104,0.8998178058833941,0.0001,547.1617794581689,867.21240234375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
unetpp,semantic,25,0.3702075210928917,0.2929301670193672,0.44748487548828125,0.36304075503349303,0.46285219631842,0.593078787826113,0.35025662198519475,0.2413346567186565,0.44951985338211276,0.8975787729543385,0.0001,550.1664829170331,867.21240234375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
segnet,semantic,1,0.6341881329536438,0.6584147206306458,0.6099615426063537,0.4290786168575287,0.30558488217775776,0.3555301378848994,0.33235652341884075,0.21558977898341009,0.3901803838186971,0.9191486386407541,0.0001,129.10377912502736,474.907958984375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
segnet,semantic,2,0.4195786975622177,0.3312699520111084,0.5078874429702759,0.3535556192398071,0.3859275879413442,0.46070254268293914,0.3739864957649655,0.2658594721039545,0.4516757538953886,0.91659248214887,0.0001,134.57849412504584,591.654052734375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
segnet,semantic,3,0.3666990778207779,0.2810199688315392,0.45237818756103515,0.3435521241426468,0.3904887869236407,0.4674758262413324,0.3573981914727777,0.24727435479529322,0.43513161605612805,0.9108122514482306,0.0001,136.03353587491438,594.26953125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
segnet,semantic,4,0.3340151240825653,0.2468687156200409,0.4211615326881409,0.32535052847862245,0.40978105654304803,0.5005135414444275,0.3756982659514095,0.2680933623993881,0.46686125637683396,0.9125625697112836,0.0001,136.83621029206552,594.26953125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
segnet,semantic,5,0.3224467925786972,0.24418417772054674,0.40070940637588504,0.30809337496757505,0.40924452291360164,0.49884431801162293,0.4045334101693035,0.3010441993573544,0.5012904806128347,0.9236319070195678,0.0001,137.00757799996063,594.49755859375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
segnet,semantic,6,0.3088012169957161,0.2321824385881424,0.3854199946403503,0.30629728412628177,0.4893701723322339,0.5959669881920325,0.4292603684676344,0.3305550431836633,0.5340936478978616,0.9242801349604465,0.0001,136.40122250001878,595.69921875,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
segnet,semantic,7,0.29825235834121705,0.22598370269536971,0.37052101421356204,0.27737691593170166,0.4968490216461687,0.6059886213066842,0.4804484108558389,0.39097401987579683,0.5875689638194491,0.9325580359984046,0.0001,136.1980861669872,594.49755859375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
segnet,semantic,8,0.27563816823959353,0.20912802610397338,0.3421483106613159,0.28538236480951307,0.5590282511134451,0.6828199497045316,0.4646488219612724,0.37225599760106665,0.5886173779732901,0.9288002967309094,0.0001,136.7704817499034,596.1240234375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
segnet,semantic,9,0.26513931027650833,0.2047609628200531,0.3255176586151123,0.29217789494991303,0.537281227113125,0.6606494644132135,0.4412935377300106,0.3448380653280327,0.5623966307494032,0.9244611182248889,0.0001,140.53512529097497,596.1240234375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
segnet,semantic,10,0.2612972936987877,0.19959955378770827,0.3229950332641602,0.2933332250714302,0.6541161564522399,0.7799472348120647,0.4888124269343908,0.40301859776166504,0.6163823422511521,0.9228621641556115,0.0001,140.37331670802087,596.1240234375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
segnet,semantic,11,0.2529569661736488,0.19678176053762436,0.30913217248916625,0.2772733069062233,0.5825373881021716,0.7022536709144465,0.5017500645724372,0.4181517313518297,0.6258140917747538,0.9245563903444224,0.0001,147.62819479196332,594.031005859375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
segnet,semantic,12,0.2466916293144226,0.1895705267906189,0.303812731552124,0.276881751537323,0.6464956018641598,0.7612281940870421,0.4904813661215748,0.40314849539357595,0.6160500816363178,0.9321548483172861,0.0001,144.27565883402713,595.8740234375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
